,sigma2,predicted_mean,lower_conf_mean
1844,2.2122773869226466e-06,0.004197273230956533,-0.01004524317614979
1850,4.301919400703743e-06,0.007702990525650804,-0.014096376497964403
1851,3.975743490955664e-06,0.0032081307889219547,-0.0188182327140116
1852,2.7159572344442967e-06,0.0018010991303829159,-0.014318579818404056
1854,3.2033524339203583e-06,0.0016325918554113217,-0.014889510643879821
1860,3.1459323792571576e-06,0.0031517828285189857,-0.014724408012488165
1862,2.1600928047125127e-06,0.0013739906144048118,-0.012862303164581396
1863,2.424805573453448e-06,0.002172024385898781,-0.008954726060803588
1876,1.7326255098485392e-06,0.0014727083820718421,-0.012988386542832546
1879,2.778717058591289e-06,-0.0009398372734795387,-0.01773648358531736
1887,2.099589168236019e-06,0.0037701136105188758,-0.008878640517889972
1902,4.144160672538509e-06,0.006312458644223183,-0.01410257714861397
1904,2.1151474816585915e-06,0.0030343886729233627,-0.014954993819741417
1905,3.8057902651668953e-06,0.0034758558510999318,-0.01543766773422555
1906,1.9994591733976575e-06,0.002886610282170431,-0.012893627523168352
1913,2.8398766095303653e-06,0.0014412239316558485,-0.019287307682492923
1915,1.709695951646717e-06,0.001998700119644551,-0.010354265693017452
1922,2.4425864783060775e-06,0.0022236594779459383,-0.009265479028023106
1923,1.7447083259891623e-06,0.0018508854976954467,-0.01378465276460113
1930,2.2743543751386343e-06,0.000983310746111434,-0.016455705090367544
1952,3.8854162878027446e-06,0.002935167322548808,-0.012961286463987226
1960,2.0971522493299404e-06,0.002216225608067887,-0.009692545295543397
1969,2.7804300668481655e-06,-0.0013572219395724474,-0.017103221324793975
1970,2.345113061672032e-06,0.0038762544098384184,-0.015199036086546307
2019,2.72990567587922e-06,0.003764852147336857,-0.010299172196491433
2026,2.3664855974699363e-06,0.003851973280699362,-0.009816563919240951
2035,1.777364442659133e-06,0.0022883703049244395,-0.008483130783250917
2038,1.7245857437766992e-06,0.001085691814072765,-0.01156031659195486
2045,9.042495147335674e-06,0.005471332424498492,-0.01229351017974619
2048,2.0050263972685296e-06,0.004751482436080618,-0.010214927431701262
2050,3.484819704314817e-06,0.0028293290948917644,-0.012065680821772794
2053,1.8929367368942321e-06,0.002608717194867626,-0.008915535515760147
2054,2.377782052435988e-06,-0.0006021023545597981,-0.01645277305465109
2062,1.69513621264936e-06,0.004032956064030816,-0.012010610658625454
2072,2.6476115664451587e-06,0.0018647051954252686,-0.015587339712450217
2093,1.6744145704500764e-06,0.00039045776648313546,-0.011326271259423232
2121,1.0324156329205298e-05,0.006622301284219377,-0.01757403988207027
2126,8.12909279768478e-06,0.011555830094827678,-0.008418208045448508
2128,5.215266806833563e-06,0.01031130246522843,-0.009787101046396362
2136,2.7819864428801625e-06,0.006220152838350324,-0.0070033156280902694
2148,2.7881075930348033e-06,0.005364117982966535,-0.008180743661250343
2149,3.019528140815859e-06,0.006029471567785684,-0.0113656453545728
2150,6.059812884638825e-06,0.00893254262379185,-0.012648659907923864
2151,3.0203189718659442e-06,0.008808028657294307,-0.0059813255523566596
2169,2.0848872835114888e-06,0.005943127969725434,-0.010373167501428708
2171,2.3036786564084056e-06,0.002570576003859929,-0.015225428077721974
2188,1.3766092918764663e-06,0.0030288841063168593,-0.012347035448610351
2189,2.787180188266632e-06,0.0030506386375973448,-0.011119309057678531
2190,2.0442763270374823e-06,0.0021805981746332195,-0.013211963775432855
2191,2.642073713165656e-06,0.002600576657286979,-0.01237886487083085
2322,3.831146301718786e-06,0.0035805696939614842,-0.014648589535877807
2324,3.5569909426154596e-06,0.004934593576469948,-0.009297883246232992
2338,3.1840712975228833e-06,0.002373437699279953,-0.01047964202257726
2343,3.0404816396241764e-06,0.0014203444381084432,-0.018289721320558415
2346,3.821898359288104e-06,0.0029607797808332836,-0.01117259116619825
2347,3.685649940666139e-06,0.0032531943449095597,-0.010822045983165907
2351,4.65600614536741e-06,0.004793146380279527,-0.013486659500392514
2356,2.5983426877342917e-06,0.003509158941441546,-0.00891458774050662
2359,3.673648958967267e-06,0.0022124260397403494,-0.011967479936231783
2360,4.121799964718375e-06,0.003972185212104146,-0.010748724393499522
2364,3.4293312054420694e-06,0.005052264268466676,-0.008478368289460131
2367,3.1640738873824415e-06,0.002295171924547348,-0.00956578019737636
2368,2.2532603013134733e-06,0.004159707792239454,-0.013843067417575088
2370,4.543867723246514e-06,0.005366970023322648,-0.008888338637837778
2375,2.9338500129850154e-06,0.004421039460819513,-0.009690247589993801
2379,4.5271030409109994e-06,0.0018551678039631305,-0.017354172183374313
2382,3.82558898391117e-06,0.0034572516801120285,-0.009838668218424112
2532,5.290080930382078e-06,0.005799601065022088,-0.01134844024074912
2536,3.01520037116577e-06,0.0073300475993012945,-0.007585067985131412
2537,2.3772999170824948e-06,0.003309939163341829,-0.010873683023360269
2538,5.565544775392191e-06,0.003181112334012896,-0.015829502590348397
2563,2.2209269862241245e-06,0.004556613913959368,-0.011395148465912996
2571,5.782706869979855e-06,0.001842212456191517,-0.01675846692980273
2576,5.24700748538573e-06,0.0028663550933602402,-0.014160467996133803
2601,3.3244963116937365e-06,0.01073674656461927,-0.006759285347140939
2631,2.227760728173787e-06,0.004250819739056116,-0.008693213010610561
2632,2.6083734405092503e-06,0.005621437697486155,-0.011720351915467248
2635,2.5099247640552193e-06,0.006615188009005806,-0.008177919644063666
2639,3.7683938493055432e-06,0.0029645500366523646,-0.012297007393588848
2642,3.1021690779109137e-06,0.0036356198897286047,-0.016390002447294324
2644,2.6708866277935847e-06,0.0038268078932061312,-0.012638242199806497
2645,2.5543048304217197e-06,0.0038560697801852555,-0.00963264007826781
2648,2.5690109006342397e-06,0.004785397844671894,-0.013220999056050812
2649,2.129736033533334e-06,0.005820077864104661,-0.010365392126212476
2660,3.111693447363066e-06,0.0035195909290013194,-0.013717123329842441
2664,3.1503204297951446e-06,0.0071355618640694795,-0.009986480644452731
2668,2.692969489888316e-06,0.0023632683160238663,-0.011121884618421351
2670,5.472923440194213e-06,0.004682884851610623,-0.019125088310693962
2673,2.4596287851879107e-06,0.006889888187022363,-0.008612996220426505
2675,2.5840447020230396e-06,0.0027741713139850404,-0.013300082737840887
2703,2.5175153328550575e-06,0.002547082895107489,-0.017272673282045518
2715,3.0486032755878155e-06,0.004297817222111394,-0.016521166364105843
2718,2.6135313291209865e-06,0.0016442494190852847,-0.010409318261292027
2719,4.116466221658928e-06,0.0029409257165129306,-0.012594089954187614
2720,2.1924228681519843e-06,0.0031513774881688516,-0.010134405223950356
2721,3.6763672162452077e-06,0.002490967512366635,-0.01448146416895439
2723,4.065419175984452e-06,0.0029947059425996267,-0.011283197869684363
2724,5.3025522522733e-06,0.003570014634962588,-0.016491235414918218
2725,3.2729594480518614e-06,0.004971022111240753,-0.009302894717114487
2726,2.9250751135173537e-06,0.004583508987635353,-0.010690752351012434
2738,5.308270062323757e-06,0.005453845453097782,-0.01024798132993556
2739,5.120533129131791e-06,0.003326728222334831,-0.009844397592591122
2740,4.492172499362072e-06,0.0052839636421645455,-0.013168765137280046
2743,3.6578548576642773e-06,0.0013317087394714379,-0.015966402883691142
2744,7.354760159684649e-06,-0.0008744955565740381,-0.021646469784131265
2745,3.984295042065243e-06,0.003945404216721687,-0.014728803096743657
2746,5.173431052057771e-06,0.004292532441928362,-0.012246331769550197
2747,2.545466952456129e-06,0.0033475907509751407,-0.011452332070229125
2748,4.823410683905096e-06,0.006446990303475781,-0.013761409847032906
2760,2.1563061550838956e-06,0.0039306458329074045,-0.008827293634115767
2762,4.972022216079381e-06,0.0006934310957013841,-0.015401584296905163
2763,5.04732265878785e-06,0.0038080559709619136,-0.013348484839216095
2764,2.822528122488054e-06,0.0003469580282669277,-0.014119179202353336
2769,2.5994512987645086e-06,0.003869443532401228,-0.013043721662796139
2770,6.111823219386832e-06,0.0001489897568811594,-0.019935687967332506
2771,3.111055386436162e-06,0.0017086179139690428,-0.01129180147323478
2777,2.6981955097509264e-06,0.002264509716075439,-0.012205825691083683
2779,2.8771058967785145e-06,0.004743769957020142,-0.01925784729867273
2780,2.1525669431443048e-06,0.0003427057545338161,-0.015348411667293956
2790,3.2763569631556897e-06,0.006153529245545942,-0.010573647172580195
2804,7.227279026749603e-06,0.001963608700460279,-0.014680002152577566
2806,4.3168707509279e-06,0.001929028574118905,-0.013896727144677547
2808,6.120081079259239e-06,0.0023599599791431416,-0.013849506139525848
2809,4.34710621175326e-06,0.0021119924760963204,-0.01124228055422543
2812,3.9613805034047394e-06,0.0001562984358546748,-0.015975165640313062
2813,3.254520527790067e-06,0.0028389919611151093,-0.011772947005697821
2814,5.0796158861890305e-06,0.003388468208990833,-0.01380905695682743
2816,5.112750497880778e-06,0.0021457624316605305,-0.013353283845491191
2817,8.120028121311371e-06,0.0035031153089058386,-0.014573772173996948
2818,3.5626466722869306e-06,0.0019907915908278146,-0.01595623941022226
2822,6.068090030188519e-06,0.0045920579738402,-0.011576051082751448
2825,8.24663622704443e-06,0.0023022033703279814,-0.020702242544240072
2827,7.465194959871337e-06,0.0005809819923047166,-0.017449428590477562
2828,4.390066128876802e-06,0.0024657552945275916,-0.013522743437672772
2830,4.495655484525985e-06,0.0016264681944591112,-0.015682520679529438
2831,4.890194651038875e-06,0.00433826542648258,-0.012197772775090567
2832,4.77851585721403e-06,-0.001022029833654769,-0.019754135873072412
2838,6.440475562170716e-06,0.0012092269334709478,-0.015646853623522264
2840,7.73127160484627e-06,0.010433118573779031,-0.010059948006934744
2842,7.935935570417844e-06,0.005501659488096045,-0.01350504092999894
2852,4.82777024083772e-06,0.0027825748455623032,-0.013854373741912708
2857,6.050509986338146e-06,0.004341343810333117,-0.014369520363246116
2859,9.140956046817673e-06,-0.0001073411181205949,-0.019607810441421535
2861,1.5278878892469926e-05,0.0036387512976341486,-0.021913469522708742
2863,1.7207924121101836e-05,0.003626059541479214,-0.023722138487250233
2864,4.409304597947499e-06,0.0007220823680995649,-0.019578558585908085
2865,4.0342622457235015e-06,0.0017192694313900722,-0.017224028023583814
2871,8.5563419484161e-06,0.011021522524457516,-0.01597370426614495
2874,2.8565482742762137e-06,0.0030858763452094574,-0.009378567042630497
2878,7.115094274569174e-06,0.007266548391053778,-0.011230924092230386
2879,3.8864112406880905e-06,0.005959771486534389,-0.009787244270199981
2881,4.217178151396408e-06,0.004062592121448932,-0.009914773020493713
2882,4.246163032028503e-06,0.007334071782603555,-0.01580856208736757
2885,4.8184203103994596e-06,0.0023853030978198283,-0.012168964936320035
2886,5.247019792366677e-06,0.0018470297067270992,-0.01631852936035392
2888,4.423608537068067e-06,0.0023827573581296792,-0.013933409693362807
2889,4.969049033428539e-06,0.005999138993555421,-0.011061976032196842
2891,4.802063842302183e-06,0.003938896763136277,-0.012042266030573158
2892,5.404109166226616e-06,0.002053070089565008,-0.010922071906780744
2893,4.816253824378185e-06,0.006324852318535971,-0.011045321657565303
2895,7.724435081579518e-06,0.0035281102278332762,-0.01596077849159407
2896,5.482219089992139e-06,0.002964091784897505,-0.013539849191440505
2898,5.2783497101503755e-06,0.0003824008982849547,-0.017536020100786
2904,6.312646496258378e-06,0.0027889620846709884,-0.014710688020277612
2905,7.590080146552524e-06,0.004543977243712577,-0.01799043829814563
2907,1.7997965274301713e-05,0.005517782145983376,-0.023811195658671166
2908,8.48578008551696e-06,0.002873836527819101,-0.024875066939207144
2909,1.0091971781146803e-05,0.003547760282373744,-0.022712390056453306
2910,4.334399232081049e-06,0.006206825334176176,-0.012915089620666122
2911,6.827688408453829e-06,0.0018344661591870681,-0.028050532587335815
2914,5.497343291876411e-06,0.0024648897263503783,-0.01746985150856123
2915,5.729141567353835e-06,0.0017919051738451528,-0.016984286460705354
2916,5.867933862533105e-06,0.0012729769517904061,-0.023485921646057492
2917,4.807204249580668e-06,0.0024413147539115083,-0.013715306257671986
2919,4.428437697952864e-06,0.0029072218057123646,-0.01493158200023126
2920,4.271719319918737e-06,0.004906920326190687,-0.011549754156873022
2921,6.757902888415171e-06,0.005275150905339205,-0.014219952651275116
3031,2.202400378104086e-06,0.002634983929100209,-0.008036138978883455
3032,3.0409150820256916e-06,0.003869088200335322,-0.00843334540882104
3033,2.4469417059681407e-06,0.0042605376973938874,-0.008103026790207822
3034,2.1021683364867596e-06,0.007861435785860682,-0.004629083363955492
3036,2.0837202526197548e-06,0.0038825998491386067,-0.011607622174446375
3037,3.0488348181706833e-06,0.0052655298275780605,-0.0066947608810185265
3038,1.7834912894737036e-06,0.007857874080506113,-0.005555350300361514
3042,2.7075448942653537e-06,0.00596522657353015,-0.007180580521856569
3043,4.29475917952161e-06,0.0044861109253673224,-0.009596560703017447
3044,2.4248008316486678e-06,0.005978324766318935,-0.006551773886851373
3045,2.4109825312170587e-06,0.002677830944780656,-0.01138472650125519
3046,6.424260868291591e-06,0.003842263062618949,-0.025684575295255616
3047,6.205875337893976e-06,0.002765060225788659,-0.015483198369392702
3048,3.647504486820353e-06,0.006150139306600258,-0.008669518842316688
3049,3.3531566362245956e-06,0.002373143174702115,-0.012081753760538846
3051,1.7671512335759267e-06,0.0038630108079520165,-0.00891704647568144
3052,3.2227128625497756e-06,0.0012054455669233276,-0.014299993613636847
3053,1.7459571549923776e-06,0.00610050527041451,-0.010252821828814646
3054,2.1881482098797353e-06,0.002760632719437869,-0.01133960229321045
3055,2.3815901021347927e-06,0.0037230257810320962,-0.008761177198574803
3057,3.220051780225153e-06,0.0032352417411990074,-0.008530332416730822
3060,2.448087411798928e-06,0.0023474973997078792,-0.010404187890598498
3062,2.279270048019171e-06,0.004169374016795874,-0.008733353698197891
3063,2.6108593630843246e-06,0.003271343687695373,-0.008141417622646429
3064,2.3206886702105735e-06,0.0036861395862177646,-0.011070118050565358
3070,3.2428267130806256e-06,0.004353836435955918,-0.007906862131134904
3071,5.799188563896535e-06,0.00469450719140993,-0.01401664347359991
3076,2.3009425005708226e-06,0.004351687612828449,-0.00869556260555891
3077,3.059107875371155e-06,0.006861839868574182,-0.006783856592823998
3079,1.98648391745793e-06,0.006084416826982339,-0.009790461774053745
3082,4.2668492032174844e-06,0.0035636554828697826,-0.010765968833781104
3084,5.344072818831184e-06,0.004633016773562841,-0.013203627117632627
3086,3.595731542630758e-06,0.0060889771227602045,-0.006896436217026375
3087,2.453922503889933e-06,0.003705833852968335,-0.00785945986490887
3102,2.6000562817748742e-06,0.0033278945270205904,-0.010514780967548282
3103,2.5726762464141525e-06,0.004701336087592059,-0.009410884986211544
3104,2.4882921796750286e-06,0.003289034975061634,-0.010444090178969388
3106,3.2364244108449076e-06,0.003346560856008329,-0.009931398508812686
3109,3.039255837701908e-06,0.0033385082112138984,-0.00823176385546132
3110,2.209658177956521e-06,0.0038086887775934707,-0.008054757302538578
3216,5.665742115117379e-06,0.0051354017738744285,-0.01058023501545065
3217,7.709519993542528e-06,0.0014510167936482498,-0.01720669682939608
3220,5.0244339171809565e-06,0.0047716426752519555,-0.009121965636627071
3221,6.003645310228544e-06,0.0036737834090013735,-0.013962501865379704
3222,9.166751037252983e-06,0.0032703797076024904,-0.016272914089898803
3223,4.597012794985645e-06,0.0020526364269107715,-0.013647288096334326
3224,6.004180834927772e-06,0.002112703284578548,-0.01657952347423351
3225,8.322260435202588e-06,0.00615575158316058,-0.01639113752096354
3226,1.3033495809545745e-05,0.004670955477718055,-0.018746777374881694
3227,7.473727038180134e-06,0.006066384231368593,-0.017438256298531497
3229,5.102405299148256e-06,0.002615840555037039,-0.011221839657027608
3230,2.0282759279701016e-05,0.00197881953120214,-0.02378522571463292
3234,5.126133379308821e-06,0.000504971111392805,-0.018229185760968207
3235,4.368936811311723e-06,0.0018703368472780312,-0.01412148079842884
3237,4.964811555167288e-06,0.0025931213616015238,-0.01156619777190181
3241,7.2269831564006516e-06,0.004286992594314833,-0.011487851527341508
3242,4.006250837388326e-06,0.003210365378815361,-0.01047515426072298
3244,3.7811660487608774e-06,0.007356216722911072,-0.006576927462316314
